#resolutions
2000; 600; 640; 480; 1000; 1000; 1280; 720; 1920; 1080; 1280; 720; 1280; 720; 1280; 720; 1280; 720; 1920; 1080; 1280; 720

#truth
0; 0.00; 77.5456463; 33.6099984; 136.5361157; 23.1582060; 548.3907153; -46.5635399; 219.6456590; 89.0079178; 447.9758276; 231.1025148; -223.6078365; -176.4065643; 123.4236040; 73.0351541; nan; nan; -23.2138758; 42.9194947; -109.1976406; 45.4211817; -77.1327594; 36.6018477
1; 0.03; 21.0242004; -51.1981088; 54.5919658; -125.1282587; 276.3913725; -508.2344563; 309.2032315; -97.2417597; 535.8025971; -166.2454060; -229.2609662; -32.2454108; 200.0232344; -50.2675507; -194.2184174; 19.4253210; -182.2682882; -145.2735774; -62.8840258; -6.8980939; -22.7370747; -30.8494827
2; 0.07; 68.9312981; -16.2251416; 96.9782683; -30.6188255; 296.8703827; -92.7169013; 127.3812425; -5.1882567; 232.9880224; 73.9358726; -100.8094865; -156.9649489; 58.1117478; -7.3077650; -195.8485467; -83.9262259; 63.1832893; -83.5768665; -100.6829468; -15.9046751; -90.7174682; -17.0636781
3; 0.10; 214.8686195; -77.2984810; 419.4850878; -221.3517664; 1078.3536324; -644.2245856; 333.9206200; -34.6329910; 594.8626183; 42.5746819; -316.9359071; -240.6925860; 196.5714933; -22.2753325; -433.2068580; -71.7241034; -212.8131274; -1014.6933002; -165.8239229; -12.8136808; -114.4269813; -29.3235509
4; 0.13; 189.3928465; -50.9483265; nan; nan; 729.6275474; -270.9016033; 228.8600455; -15.9295195; nan; nan; -220.3433894; -296.6002216; 118.1645268; -17.4466141; -439.0994077; -168.0716482; 312.7450873; -574.5552438; -198.0173951; -30.6265095; nan; nan
5; 0.17; 72.3620308; -36.8502985; 89.8010399; -44.5259091; 238.0546816; -81.5492000; 68.6418710; -44.4959104; 115.3324103; 28.7064300; -27.5528189; -170.7778294; 1.5656892; -51.9542097; -150.9440437; -190.9025005; 132.1989013; -134.0656480; -107.1662386; -67.6154733; nan; nan
6; 0.20; 89.3940959; -22.3516091; 111.9706719; -27.3067165; 300.3063977; -35.9060317; 76.0375853; -8.4834123; 131.4610760; 104.0734324; -30.9671359; -222.6073041; -1.7737875; -19.1361194; -200.5365104; -206.3912790; 186.7971671; -112.0700205; -139.2165554; -51.8931432; -146.4903942; -35.1774354
7; 0.23; 62.9783652; 18.8721531; 91.9689696; 17.1112938; 310.1866895; 31.1076293; 117.5606786; 65.4288016; 230.6711062; 200.3295312; -99.7144903; -169.2474524; 49.4910465; 53.1674382; -195.4953435; -17.8630798; 64.9845642; 19.2514049; -96.6711111; 26.2700347; -86.0578239; 27.9728247
8; 0.27; 169.5335599; -3.9616332; 373.5966257; -98.3220556; 1277.1057768; -556.5228197; 341.6444037; 32.9641466; 651.7087538; 141.4885600; -345.9294250; -232.4684439; 198.0962923; 32.5559734; -421.6364943; 10.9611339; nan; nan; -150.0007818; 23.1489023; -98.2024188; 6.2310536
9; 0.30; 34.9099545; 29.6520493; 73.1042395; 13.5357117; 378.0898495; -134.7321330; 248.5959893; 78.9827561; nan; nan; -231.8027330; -76.3083181; 153.1614401; 64.8764047; -212.9628485; 92.8169754; -112.1137884; 37.2855911; -71.2762618; 44.0850620; -36.8457335; 31.9643042
