#resolutions
2000; 600; 640; 480; 1000; 1000; 1280; 720; 1920; 1080; 1280; 720; 1280; 720; 1280; 720; 1280; 720; 1920; 1080; 1280; 720

#truth
0; 0.00; 77.5455534; 33.6085035; 136.5359682; 23.1584383; 548.3915011; -46.5638841; 219.6461555; 89.0085728; 447.9747207; 231.1012570; -223.6074228; -176.4062944; 123.4238677; 73.0358131; nan; nan; -23.2131976; 42.9200878; -109.1977633; 45.4211562; -77.1341393; 36.6006848
1; 0.03; 21.0241848; -51.1987291; 54.5926410; -125.1270698; 276.3910312; -508.2325262; 309.2049696; -97.2402578; 535.8038426; -166.2457050; -229.2615182; -32.2450195; 200.0223227; -50.2666204; -194.2184512; 19.4258728; nan; nan; -62.8832522; -6.8992310; nan; nan
2; 0.07; 68.9317087; -16.2254995; 96.9778251; -30.6180640; 296.8698227; -92.7167892; 127.3814162; -5.1882572; 232.9882306; 73.9361655; -100.8091360; -156.9644973; 58.1123883; -7.3084066; -195.8476938; -83.9253017; 63.1832491; -83.5767479; -100.6839440; -15.9029452; -90.7167296; -17.0625545
3; 0.10; 214.8677409; -77.2977861; nan; nan; 1078.3546033; -644.2237739; 333.9210848; -34.6333371; 594.8622798; 42.5745252; -316.9361701; -240.6936457; 196.5715008; -22.2767330; -433.2061114; -71.7243021; -212.8123413; -1014.6925335; -165.8238907; -12.8130225; -114.4278379; -29.3238870
4; 0.13; 189.3916360; -50.9487324; 281.9394887; -102.2296179; nan; nan; 228.8597344; -15.9297349; 411.7035547; 101.9460018; -220.3441054; -296.6012760; 118.1653687; -17.4466073; -439.1011127; -168.0715437; 312.7458851; -574.5554866; -198.0177986; -30.6270100; -154.7470698; -32.9677626
5; 0.17; 72.3633080; -36.8491281; 89.8003417; -44.5259862; nan; nan; 68.6435720; -44.4976843; 115.3338436; 28.7071306; -27.5519345; -170.7791364; 1.5646377; -51.9547772; -150.9444376; -190.9033948; 132.1992768; -134.0662650; -107.1676435; -67.6146965; -119.3991249; -59.2122300
6; 0.20; 89.3923871; -22.3513379; 111.9705747; -27.3071185; 300.3060297; -35.9067127; 76.0370182; -8.4832387; 131.4620031; 104.0737826; -30.9662688; -222.6077641; -1.7743670; -19.1367474; -200.5370406; -206.3897667; 186.7987229; -112.0712953; -139.2165914; -51.8931371; -146.4893770; -35.1773997
7; 0.23; 62.9789714; 18.8724268; 91.9700120; 17.1126606; 310.1864372; 31.1066658; 117.5600560; 65.4296079; 230.6702782; 200.3282317; -99.7161559; -169.2474339; 49.4916215; 53.1672941; -195.4944871; -17.8619697; 64.9849540; 19.2524412; -96.6714788; 26.2709988; -86.0586131; 27.9730952
8; 0.27; 169.5333906; -3.9622988; 373.5979900; -98.3231238; 1277.1048054; -556.5224546; 341.6437359; 32.9632607; 651.7086398; 141.4890211; -345.9307511; -232.4697994; 198.0966662; 32.5560527; -421.6349161; 10.9600279; -231.3338232; -281.0064686; -149.9998988; 23.1495687; -98.2007356; 6.2314584
9; 0.30; 34.9098128; 29.6527207; 73.1039434; 13.5338631; 378.0893847; -134.7318876; 248.5944214; 78.9831099; 509.5570770; 148.2869806; -231.8022000; -76.3089787; 153.1615964; 64.8772724; -212.9624348; 92.8167630; -112.1136245; 37.2848955; -71.2755560; 44.0850531; -36.8459936; 31.9638121
10; 0.33; 36.6757491; -5.4680833; 66.6270727; -33.0946768; 277.9851520; -197.4510530; 209.2370984; 3.2037178; 396.7176175; 26.2867931; -180.8869858; -75.2767778; 131.8618465; 9.8159513; -186.8050714; 24.9123018; -76.6035317; -45.0527372; -69.3653571; 12.5863219; -41.0457884; 0.0290626
11; 0.37; 136.1938108; 76.1325154; 251.7987514; 90.4359951; 1064.5602274; 159.7333374; 237.4209613; 151.9634666; 512.4741752; 415.8767865; -298.1474499; -336.6743341; nan; nan; -459.8521320; 78.5219235; 111.9411876; 234.3309867; -167.4233309; 82.3600804; nan; nan
12; 0.40; 144.8278112; -49.3883768; 303.5225035; -172.5686366; 952.6924925; -651.7095486; 347.4079897; -25.6953291; 628.0059349; 26.1856480; -314.6342801; -180.4518903; 207.2270622; -10.2398230; -365.2241796; -14.4124197; nan; nan; -132.9555563; 1.3024942; nan; nan
13; 0.43; 50.2241230; -49.8720555; 95.5106753; -114.3487948; 361.7305836; -426.3103150; 275.4847898; -73.8074574; 483.7246574; -92.8187467; -219.3517891; -79.1463132; 175.1539588; -43.4931915; -222.3525921; -9.6858066; -135.7726183; -168.8958219; -81.2723028; -11.3855264; -45.6903901; -31.7604609
14; 0.47; 120.9925459; 46.4356691; nan; nan; 783.1120974; 22.9005526; 221.3895802; 108.6644155; 456.0738262; 310.9906190; -248.2244599; -279.7689197; 114.2576300; 89.9750508; -390.3175308; 27.8770598; 82.0383155; 83.5938619; -152.8459588; 55.5606651; -113.0872059; 47.0825278
15; 0.50; 54.2753374; -52.1746067; 77.1664156; -78.8363974; 233.4789696; -215.0976753; 143.2132317; -83.0378996; nan; nan; -108.8872363; -105.5184773; 81.2286285; -70.0185389; -165.9083554; -98.1549433; 8.5457051; -161.9391558; -80.8373573; -45.1969855; -68.0435223; -57.3412692
16; 0.53; 35.2023014; 34.2104084; 73.1865972; 21.8845942; 381.3235888; -104.1494807; 243.8754914; 89.7545524; nan; nan; -230.9266791; -79.0321375; 149.6903363; 72.1939315; -213.1454174; 98.8319910; -106.9434000; 49.5572169; -71.4246171; 47.8672079; -37.4571993; 36.3313241
17; 0.57; nan; nan; 232.6142229; 38.8785658; 773.0675689; 65.2770929; 190.5486288; 101.5072565; 385.1332601; 325.8539040; -212.6716108; -359.4106555; 83.8426757; 85.7802696; -461.9813472; -48.1309840; 282.0389094; 68.1836963; nan; nan; -150.5556253; 46.0490936
18; 0.60; 114.2970723; -19.2916289; 167.3647862; -44.5979527; 494.5351586; -143.2496509; 180.9423139; 4.9790335; 333.5155121; 114.8897141; -163.1404822; -228.8168324; 88.9896931; 1.7073111; -311.7725389; -105.3287404; 115.1292247; -153.6541270; -147.1463346; -12.4224949; -121.6483780; -14.4971097
19; 0.63; 77.3363504; -42.5234624; 118.5041580; -80.1384308; 368.9907037; -253.1780058; 198.4742689; -47.9322177; 352.7775188; -8.2744882; -166.2021781; -140.0687941; 115.6116873; -37.2463874; -235.4948675; -71.4902610; -9.0561905; -173.1796059; nan; nan; -80.0362911; -35.4413775
20; 0.67; 89.4052377; -45.9906392; 245.3265638; -214.8180707; 992.6403312; -1005.0613422; 422.5221155; -39.6861526; 758.1339937; -49.0178398; -341.8811515; -104.2199172; 250.3038960; -10.2698721; -312.8626548; 42.1525389; nan; nan; -101.9688794; 10.9040125; nan; nan
21; 0.70; 38.6621989; -34.9649863; 100.4870470; -129.2122759; 490.7053277; -644.8411113; 365.8765644; -50.5346888; 656.6833186; -92.9647973; -282.8513046; -55.4754835; 224.6433777; -16.9346230; -241.1260138; 46.4300078; nan; nan; -77.0360826; 8.7905797; -31.9908989; -14.0570494
22; 0.73; 135.9321591; -6.4285628; 185.6511701; -18.2146774; 521.3683122; -38.0259718; 144.2599872; 30.8559059; 267.7977080; 190.0407738; -122.6551705; -310.7844802; 47.7599942; 20.9147716; -370.7516644; -181.7485731; 292.8317665; -131.1204915; -194.9501060; -13.8167313; -167.6484553; -3.7184398
23; 0.77; 111.7244495; 11.9056325; 202.4378273; -23.2821728; 732.1784955; -213.1709322; 261.3785765; 50.7572182; 509.6837828; 170.7532993; -262.8086162; -207.2676983; 148.8330442; 44.2909308; nan; nan; nan; nan; -131.7010736; 27.4562160; -92.1893253; 15.8479131
24; 0.80; 17.0281970; 27.2423879; 32.5487612; 23.9704980; 163.7684685; -5.9552010; 149.1606138; 79.4866232; 309.0715997; 144.8773723; -139.2719438; -44.4793209; 96.3993671; 64.2005516; nan; nan; -53.3376718; 46.0344511; -46.0892256; 41.6741290; -23.9904216; 35.7813198

#data
25; 0.83; 98.2913809; -49.9963818; 169.5730270; -116.3851091; 538.1925898; -399.4864144; 269.9820917; -46.6270585; 480.6347273; -10.1685136; -233.2722553; -150.0549503; 163.0476525; -30.4878572; -290.1576063; -44.3234024; -88.0109448; -239.0244362; nan; nan; -79.3664802; -29.7281903
26; 0.87; 88.3066603; 53.2663702; 174.3059904; 47.6722291; 800.4053040; -45.3674885; 265.2023549; 120.1447577; 559.2017623; 291.9021547; -286.8707348; -193.3213979; 150.5780530; 95.9034530; -329.6218169; 93.1764456; -72.4444069; 97.8456612; -116.5572062; 61.0138133; -76.5244630; 48.6524816
27; 0.90; 76.5022501; 26.4994846; nan; nan; 894.1906463; -428.7389866; 343.0872921; 67.0325119; 685.7042046; 146.0587067; -324.4297369; -129.7931131; 202.1742877; 57.9735946; -309.2438209; 87.5607911; -213.2619665; -5.1477256; -101.6809560; 41.5728003; -56.1133872; 24.2609430
28; 0.93; 101.5102639; -5.1608367; 134.8138647; -11.1133897; 384.3854375; -11.4240718; nan; nan; 198.1843385; 167.9927485; -74.4568753; -253.9185145; 24.2463707; 16.1427050; -264.9823522; -158.7091404; 196.6321418; -75.2700432; -154.5915050; -16.4543955; -145.7828534; -4.6735907
29; 0.97; 55.4332484; 47.5108606; 89.1354370; 55.8400445; 356.4491972; 125.9178502; 143.0670140; 127.4857417; 303.9146512; 312.3818678; -143.0098838; -161.0684549; 71.6376919; 102.5737395; -210.5032723; 71.7424015; 25.1613638; 99.8616726; -89.1859379; 63.3599485; -70.5729431; 61.0516102
30; 1.00; 73.4560565; 63.8763238; 140.6308126; 72.0776595; 676.0101543; 83.5667873; nan; nan; 516.1258641; 347.7775149; -262.2624448; -183.0250816; 132.9923167; 115.4064038; -300.4176931; 116.9806798; -48.2952962; 138.8080861; -106.8492807; 73.0143693; -70.9930510; 62.4015293
31; 1.03; 125.9400707; 100.9923667; 286.8063447; 136.3858547; 1729.2291002; 207.9196174; 300.8035138; 185.5372417; 678.9795090; 465.1272392; -386.2099045; -289.2194496; 164.5420119; 143.9931525; -445.4935743; 157.5887505; nan; nan; -144.7724989; 93.6481431; -93.3489770; 76.1953392
32; 1.07; 44.3350908; -24.5872151; 74.4265516; -57.0202594; 274.6727424; -229.7242234; nan; nan; 360.2563010; -19.1408460; -164.9492465; -86.4964463; 123.3880937; -19.6805911; -187.6683458; -14.6551608; -57.4893313; -94.2933629; -74.8116745; -5.7532864; -49.3397382; -19.1485686
33; 1.10; 75.4354036; 53.3339511; 115.4527937; 66.2126959; 429.1942279; 183.2253020; 128.7877300; 137.9460099; 272.4167677; 368.2379963; -126.2939014; -234.2052191; 50.4996279; 113.8271735; -256.6135004; 46.8378260; 95.3657847; 124.8893065; -117.4817816; 72.1066422; -99.7846765; 71.6411998
34; 1.13; 96.9823670; -70.0908078; 122.6963671; -90.5831259; 314.3603891; -192.0487342; 123.3610905; -85.5135883; 206.3086927; -28.9840100; -83.0618924; -184.8591867; nan; nan; -219.7901283; -214.6229056; 135.0002487; -266.1077668; -131.9792248; -86.7570232; -128.9428247; -87.3335241
