#resolutions
2000; 600; 640; 480; 1000; 1000; 1280; 720; 1920; 1080; 1280; 720; 1280; 720; 1280; 720; 1280; 720; 1920; 1080;

#truth
0; 0.00; 70; 31; 129; 20; 540; -49; 212; 86; 440; 228; -232; -179; 115; 70; -292; 48; -31; 40; -117; 43;
1; 0.03; 14; -54; 48; -128; 269; -511; 302; -100; 529; -169; -236; -35; 193; -53; -201; 17; -189; -148; -70; -10;
2; 0.07; 67; -15; 95; -30; 295; -92; 125; -4; 231; 75; -103; -156; 56; -6; -198; -83; 61; -83; -103; -15;
3; 0.10; 222; -71; 426; -215; 1085; -638; 341; -29; 602; 49; -310; -235; 204; -16; -426; -66; -206; -1009; -159; -7;
4; 0.13; 182; -43; 275; -94; 722; -263; 221; -8; 404; 110; -228; -289; 111; -9; -447; -160; 305; -567; -205; -23;
5; 0.17; 75; -37; 93; -44; 241; -81; 71; -44; 118; 29; -25; -171; 4; -52; -148; -191; 135; -134; -104; -67;
6; 0.20; 92; -17; 115; -22; 303; -31; 79; -3; 135; 109; -28; -218; 1; -14; -197; -201; 190; -107; -136; -47;
7; 0.23; 57; 25; 86; 23; 304; 37; 112; 72; 225; 207; -105; -163; 44; 59; -201; -12; 59; 26; -102; 33;
8; 0.27; 174; -8; 378; -102; 1281; -561; 346; 29; 656; 137; -342; -237; 202; 28; -417; 7; -227; -285; -146; 19;
9; 0.30; 28; 22; 66; 6; 371; -142; 242; 71; 503; 141; -239; -84; 146; 57; -220; 85; -119; 30; -78; 37;
10; 0.33; 33; -4; 63; -32; 274; -196; 205; 4; 393; 27; -185; -74; 128; 11; -191; 26; -80; -44; -73; 14;
11; 0.37; 132; 68; 248; 82; 1060; 152; 233; 144; 508; 408; -302; -345; 117; 116; -464; 70; 108; 226; -171; 74;
12; 0.40; 139; -47; 298; -170; 947; -650; 342; -24; 622; 28; -320; -178; 202; -8; -371; -12; -252; -375; -139; 3;
13; 0.43; 51; -41; 96; -106; 363; -418; 276; -65; 484; -84; -219; -71; 176; -35; -222; -1; -135; -161; -80; -3;
14; 0.47; 124; 39; 211; 34; 786; 15; 224; 101; 459; 303; -246; -288; 117; 82; -388; 20; 85; 76; -150; 48;
15; 0.50; 50; -59; 72; -86; 229; -222; 138; -90; 242; -76; -114; -113; 76; -77; -171; -105; 4; -169; -86; -52;
16; 0.53; 38; 43; 76; 31; 384; -96; 247; 98; 509; 180; -228; -70; 153; 81; -210; 107; -104; 58; -68; 57;
17; 0.57; 139; 34; 224; 31; 764; 58; 182; 94; 376; 318; -222; -367; 75; 78; -471; -56; 273; 61; -204; 42;
18; 0.60; 119; -27; 172; -52; 499; -151; 186; -3; 338; 107; -158; -237; 94; -6; -307; -113; 120; -161; -142; -20;
19; 0.63; 75; -51; 116; -89; 367; -262; 196; -56; 351; -17; -168; -149; 113; -46; -238; -80; -11; -182; -106; -32;
20; 0.67; 82; -52; 238; -221; 985; -1011; 415; -46; 751; -55; -349; -110; 243; -16; -320; 36; -381; -251; -109; 5;
21; 0.70; 46; -39; 108; -133; 498; -649; 373; -55; 664; -97; -276; -59; 232; -21; -234; 42; -234; -140; -70; 5;
22; 0.73; 133; -16; 182; -28; 518; -48; 141; 21; 265; 180; -126; -321; 45; 11; -374; -192; 290; -141; -198; -24;
23; 0.77; 111; 11; 201; -24; 731; -214; 260; 50; 509; 170; -264; -208; 148; 44; -346; 10; -41; -61; -133; 27;
24; 0.80; 9; 22; 24; 19; 155; -11; 141; 75; 301; 140; -148; -49; 88; 59; -139; 75; -62; 41; -54; 37;

#data
25; 0.83; 107; -54; 178; -120; 546; -403; 278; -51; 489; -14; -225; -154; 171; -34; -282; -48; -80; -243; -107; -18;
26; 0.87; 95; 59; 181; 54; 807; -40; 272; 126; 566; 298; -280; -187; 158; 102; -323; 99; -65; 104; -110; 67;
27; 0.90; 70; 24; 173; -24; 888; -431; 336; 64; 679; 143; -331; -132; 195; 55; -316; 85; -220; -8; -108; 39;
28; 0.93; 103; -3; 136; -9; 386; -9; 109; 28; 199; 170; -73; -252; 25; 18; -264; -157; 198; -73; -153; -14;
29; 0.97; 60; 48; 93; 56; 361; 126; 147; 128; 308; 313; -139; -161; 76; 103; -206; 72; 29; 100; -85; 64;
30; 1.00; 78; 61; 145; 69; 680; 81; 241; 144; 520; 345; -258; -186; 137; 112; -296; 114; -44; 136; -102; 70;
31; 1.03; 134; 107; 294; 142; 1737; 214; 308; 191; 687; 471; -379; -284; 172; 150; -438; 163; -78; 332; -137; 99;
32; 1.07; 52; -15; 82; -48; 283; -220; 205; -24; 368; -10; -157; -77; 131; -10; -180; -5; -50; -85; -67; 4;
33; 1.10; 77; 47; 117; 59; 431; 176; 130; 131; 274; 362; -125; -241; 52; 107; -255; 40; 97; 118; -116; 65;
34; 1.13; 101; -76; 127; -97; 319; -198; 128; -92; 210; -35; -79; -191; 51; -94; -216; -221; 139; -272; -128; -93;
35; 1.17; 86; -53; 211; -192; 791; -788; 376; -50; 673; -53; -320; -110; 225; -20; -313; 20; -306; -264; -111; 5;
36; 1.20; 111; -54; 139; -69; 351; -142; 117; -54; 198; 30; -72; -219; 34; -61; -245; -236; 197; -246; -152; -80;
37; 1.23; 117; -11; 169; -33; 497; -113; 163; 16; 306; 137; -158; -243; 70; 11; -336; -125; 163; -160; -169; -9;
38; 1.27; 109; -48; 161; -81; 469; -215; 178; -34; 325; 52; -173; -222; 86; -33; -317; -138; 98; -247; -157; -38;
39; 1.30; 96; -54; 122; -71; 324; -153; 113; -60; 195; 13; -83; -197; 34; -65; -234; -211; 153; -232; -144; -74;
40; 1.33; 133; 63; 236; 67; 914; 91; 224; 131; 471; 367; -270; -320; 112; 109; -442; 43; 129; 154; -170; 71;
41; 1.37; 119; -18; 227; -82; 769; -373; 282; 9; 533; 95; -283; -199; 162; 12; -360; -17; -95; -196; -141; 9;
42; 1.40; 89; 5; 119; 6; 358; 48; 89; 50; 169; 215; -58; -260; 9; 37; -244; -130; 182; -15; -146; 1;
43; 1.43; 216; -16; 371; -78; 1028; -290; 261; 29; 495; 178; -293; -331; 137; 25; -520; -105; 458; -777; -213; 6;
44; 1.47; 119; 90; 276; 116; 1646; 109; 304; 171; 682; 428; -384; -272; 166; 131; -432; 145; -114; 274; -143; 83;
45; 1.50; 104; 57; 236; 51; 1269; -168; 324; 124; 690; 302; -352; -209; 186; 94; -366; 111; -164; 122; -119; 57;
46; 1.53; 69; -1; 88; 0; 255; 31; 48; 26; 87; 156; -12; -207; -23; 14; -163; -157; 157; -38; -123; -21;
