-3.90251857622; 2.00387662071; -4.94671980353
-0.924594300218; -1.84505078512; -6.57383351639
-4.22897917872; -0.827638278403; -2.71604002078
-6.93616306769; -1.92928166314; -9.13329221389
-8.53456694537; -1.90410797099; -6.34029370229
-5.10239567765; -2.55191087564; -0.823206277209
-6.25731185708; -1.51318425435; -0.870460392172
-3.93895121608; 1.3276900242; -2.32070637992
-5.77664976347; 0.401983566595; -8.59605048655
-1.71635642185; 1.78656925288; -5.21374544094
-1.92188277723; 0.00155927781058; -4.61815479843
-6.3550008415; 3.91109489914; -5.62778745213
-4.96221044237; -1.15469102729; -8.65211590898
-2.27245081277; -1.867333213; -6.29800700866
-5.90594386042; 2.59856727749; -5.24000578235
-3.21285490785; -2.88736016922; -3.31541210485
